,id_jogo,Jogadora,#,set_1,set_2,set_3,set_4,set_5,Pontos_Tot,BP,V-P,Saques_Tot,Saques_Err,Saques_Ace,Rec_Tot,Rec_Err,Rec_%Pos,Rec_%_Exc.,At_Tot,At_Err,At_Blk,At_Exc.,% Exc. ,Block_Pts
1838,532,JULIANA CARRIJO,19,,*,*,*,,-,-,-1,3,-,-,-,-,.,.,1,-,1,-,0%,-
1839,532,JULIA MOURA,20,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1840,532,ROBERTA SILVA ROBERTA,,6,6,6,6,,9,3,6,6,1,-,3,-,0%,0%,8,1,1,5,63%,4
1841,532,FRANCINE TOMAZONI,,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
1842,532,AMANDA  RODRIGUES,,,,*,*,,1,1,1,3,-,1,-,-,.,.,-,-,-,-,.,-
1843,532,LORENA VIEZEL,,*,,,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
1844,532,DANIELSKI  NATALIA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1845,532,ALINE SILVA ALINE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1846,532,LORRAYNA MARYS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1847,532,PAYNE  KELSIE ,,4,4,,,,4,3,2,6,-,3,-,-,.,.,11,1,1,1,9%,-
1848,532,LYARA BATISTA,,1,1,1,1,,3,2,2,21,-,1,1,-,100%,100%,3,-,1,2,67%,-
1849,532,MARI CASSEMIRO,,5,5,5,5,,10,4,8,12,-,2,30,1,87%,67%,15,1,-,8,53%,-
1850,532,CLARISSE PEIXOTO,,2,2,2,2,,12,4,4,21,4,-,24,-,83%,58%,25,2,2,11,44%,1
1851,532,ÁLVAREZ  HERRERA ,,*,*,4,4,,16,7,11,10,-,-,2,1,50%,0%,24,3,1,15,63%,1
1852,532,LETICIA HEMELLY (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1853,532,JULIANA PERDIGÃO (L),,*,*,*,*,,-,-,-,-,-,-,16,-,81%,63%,-,-,-,-,.,-
1854,532,CAMILA BARBOSA,,3,3,3,3,,17,7,13,11,3,-,1,-,100%,100%,14,1,-,11,79%,6
1855,532,PIETRA JUKOSKI PIETRA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1856,527,CLAUDINO FABIANA,1,2,4,2,,,8,3,6,9,1,1,-,-,.,.,8,1,-,5,63%,2
1857,527,ANJOS EDNEIA,2,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1858,527,ELLEN  BRAGA,7,*,,*,,,1,-,-1,2,-,-,2,1,0%,0%,2,-,1,1,50%,-
1859,527,BORGO PAULA,8,*,*,*,,,1,-,1,-,-,-,-,-,.,.,3,-,-,1,33%,-
1860,527,MONTIBELLER ROSAMARIA,9,4,6,4,,,8,4,7,4,-,-,17,1,53%,24%,11,-,-,7,64%,1
1861,527,MICHELLE PAVAO,10,*,*,,,,-,-,-,2,-,-,1,-,100%,100%,-,-,-,-,.,-
1862,527,NICOLE  FAWCETT,11,3,5,3,,,10,7,-,16,4,2,-,-,.,.,20,3,3,7,35%,1
1863,527,LAIS  VASQUEZ,12,,*,,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
1864,527,ANANDA  MARINHO,14,6,2,6,,,3,3,1,15,2,3,-,-,.,.,1,-,-,-,0%,-
1865,527,ANA CAROLINA SILVA ,15,5,1,5,,,11,4,10,11,1,1,-,-,.,.,11,-,-,10,91%,-
1866,527,FERNANDA  GARAY,16,1,3,1,,,13,9,10,14,2,2,11,-,73%,45%,17,1,-,9,53%,2
1867,527,SUELEN  PINTO (L),17,*,*,*,,,-,-,-,-,-,-,10,-,40%,30%,-,-,-,-,.,-
1868,527,SILVA GABRIELA,18,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1869,527,COSTA BRUNA CAIXETA,20,,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1870,527,FERREIRA LAIZA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1871,527,NOGUEIRA JULIANA,,4,5,1,,,5,1,-1,8,-,-,26,3,27%,4%,9,1,2,4,44%,1
1872,527,SABRINA SABRINA,,,*,*,,,-,-,-1,-,-,-,5,1,20%,20%,1,-,-,-,0%,-
1873,527,ARIELE FERREIRA ,,1,2,4,,,8,1,-1,8,2,-,24,3,38%,29%,21,3,1,7,33%,1
1874,527,PRISCILA  HELDES,,6,1,3,,,1,1,-1,11,2,1,-,-,.,.,1,-,-,-,0%,-
1875,527,LOFF RAQUEL,,2,3,,,,-,-,-2,4,1,-,-,-,.,.,2,1,-,-,0%,-
1876,527,IVNA COLOMBO IVNA,,3,4,6,,,7,2,1,8,-,-,1,-,100%,0%,21,3,3,7,33%,-
1877,527,MOHR PAULA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1878,527,ARIANE HELENA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1879,527,ADRIANI  VILVERT ,,5,6,2,,,5,2,-,8,3,1,-,-,.,.,6,2,-,3,50%,1
1880,527,GUTH ANA PÁULA ,,,,5,,,2,-,1,2,-,-,-,-,.,.,2,1,-,1,50%,1
1881,527,PAPINI  SILVANA  (L),,,*,*,,,-,-,-2,-,-,-,8,2,0%,0%,-,-,-,-,.,-
1882,528,WALEWSKA  OLIVEIRA,1,3,1,3,3,,10,5,8,17,2,1,1,-,100%,0%,10,-,-,6,60%,3
1883,528,ALBUQUERQUE CAROLINA,2,1,5,1,1,,1,1,1,13,-,-,-,-,.,.,1,-,-,-,0%,1
1884,528,PEQUENO PAULA,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1885,528,ANGELA LEYVA ANGELA,5,5,3,5,5,,13,6,1,12,2,-,10,-,60%,10%,37,4,6,13,35%,-
1886,528,ERICA  MOTA (L),6,,,*,*,,-,-,-,-,-,-,2,-,50%,0%,-,-,-,-,.,-
1887,528,DOMINGAS  ARAUJO ,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1888,528,CLAUDIA  BUENO,8,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1889,528,VIVIANE BRAUN,9,,,*,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
1890,528,LORENNE  TEIXEIRA,11,,,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1891,528,COSTA MARIANA,12,2,6,2,2,,14,7,9,19,1,2,34,1,74%,38%,21,3,-,9,43%,3
1892,528,NATALIA MARTINS NATALIA,13,6,4,6,,,10,6,5,9,2,1,-,-,.,.,14,1,2,8,57%,1
1893,528,CRUZ NATASHA,15,,,*,6,,2,1,1,5,-,-,-,-,.,.,3,-,1,-,0%,2
1894,528,CAMILA  BRAIT (L),18,*,*,*,*,,-,-,-3,-,-,-,18,3,50%,33%,-,-,-,-,.,-
1895,528,HOOKER DESTINEE,19,4,2,4,4,,30,14,21,17,1,2,-,-,.,.,51,4,4,25,49%,3
1896,528,DIANA DUARTE,,1,6,6,5,,13,7,11,12,1,1,-,-,.,.,11,-,1,4,36%,8
1897,528,SEGOVIA DAYANA,,5,4,4,3,,11,2,5,11,1,1,-,-,.,.,34,1,4,10,29%,-
1898,528,KARINA  BARBOSA,,*,,,,,-,-,-1,-,-,-,1,1,0%,0%,-,-,-,-,.,-
1899,528,ANA PAULA ,,,*,*,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1900,528,FERNANDA ISIS DA SILVA,,4,3,3,2,,5,2,1,12,2,-,-,-,.,.,12,1,1,3,25%,2
1901,528,FERNANDA TOMÉ,,6,2,2,1,,13,4,1,11,4,1,30,2,63%,23%,30,3,3,11,37%,1
1902,528,ASSIS FLAVIA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1903,528,DAYSE FIGUEIREDO,,*,5,5,4,,6,1,1,9,-,1,18,3,61%,22%,26,1,1,3,12%,2
1904,528,ANDRESSA KRACHEFSKI (L),,*,*,*,*,,-,-,-,-,-,-,16,-,69%,31%,-,-,-,-,.,-
1905,528,SONALY   CIDRÃO ,,3,,*,*,,-,-,-3,8,-,-,17,-,59%,18%,13,-,3,-,0%,-
1906,528,MARIA ALEJANDRA VERHELEST,,2,1,1,6,,-,-,-1,8,1,-,-,-,.,.,-,-,-,-,.,-
1907,528,PAULINA  DE SOUZA (L),,,*,*,*,,-,-,-,4,-,-,1,-,0%,0%,-,-,-,-,.,-
1908,528,KISY  CESARIO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1909,528,MARIA EDUARDA OLIVEIRA,,,*,,*,,2,-,2,-,-,-,-,-,.,.,6,-,-,2,33%,-
1910,530,BENTO  ELIS ,1,2,1,5,4,,8,5,-2,10,1,1,45,1,49%,29%,23,2,6,6,26%,1
1911,530,TALIA  COSTA,2,,*,,,,-,-,-3,-,-,-,2,-,0%,0%,3,1,2,-,0%,-
1912,530,MARIANA  AQUINO,4,3,2,3,2,,10,6,6,13,2,2,-,-,.,.,13,2,-,4,31%,4
1913,530,ANA  CAMARGO (L),5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1914,530,ANA CRISTINA VILELA PORTO ,6,1,6,1,6,,-,-,-2,15,2,-,-,-,.,.,1,-,-,-,0%,-
1915,530,VALESKA  MENEZES,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1916,530,SIQUEIRA  ALINE WIME,9,*,*,*,*,,3,1,-1,2,1,-,-,-,.,.,9,1,2,3,33%,-
1917,530,VIVIANE  GOES,10,,*,6,5,,6,1,4,9,-,1,1,-,100%,0%,7,1,1,3,43%,2
1918,530,LAZCANO JULIETA,11,6,5,,,,3,1,-,2,1,-,-,-,.,.,7,2,-,2,29%,1
1919,530,SABRINA  MACHADO,12,4,3,4,3,,9,2,-,9,2,1,-,-,.,.,37,3,4,8,22%,-
1920,530,GALON MARIANA,14,*,*,*,*,,-,-,-2,6,1,-,-,-,.,.,1,1,-,-,0%,-
1921,530,PRISCILA SOUZA,16,5,4,2,1,,11,2,3,11,-,-,18,1,61%,39%,29,3,4,11,38%,-
1922,530,ISABELA PAQUIARDI,17,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1923,530,JULIANA PAES JULIANA (L),18,*,*,*,*,,-,-,-1,-,-,-,22,1,68%,59%,-,-,-,-,.,-
1924,530,MAYHARA SILVA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1925,530,NATIELE GONCALVES ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1926,530,KOSHELEVA TATYANA,,6,5,6,5,,15,3,6,14,1,1,6,-,67%,33%,28,6,2,13,46%,1
1927,530,BARRETO JUCYELE,,4,3,4,3,,11,6,8,17,-,1,-,-,.,.,10,1,2,4,40%,6
1928,530,CAROLINA LEITE ,,,,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-
1929,530,LAGE VITORIA (L),,*,*,*,*,,-,-,-,6,-,-,2,-,50%,50%,-,-,-,-,.,-
1930,530,GABRIELLA SOUZA  (L),,*,*,*,*,,-,-,-2,-,-,-,30,2,50%,30%,-,-,-,-,.,-
1931,530,ROBERTA RATZKE,,2,1,2,1,,6,6,5,19,1,-,-,-,.,.,1,-,-,1,100%,5
1932,530,KASIELY  CLEMENTE,,,,*,,,-,-,-1,3,1,-,4,-,0%,0%,1,-,-,-,0%,-
1933,530,MONIQUE  PAVAO,,5,4,5,4,,14,8,8,18,2,1,10,1,70%,30%,24,1,2,11,46%,2
1934,530,YONKAIRA   ISABEL,,3,2,3,2,,13,6,4,7,2,-,14,2,14%,14%,31,3,2,11,35%,2
1935,530,DRUSSYLA COSTA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1936,530,MIKAELLA COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1937,530,LINDA JESSICA COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1938,530,ANA BEATRIZ  CORREA,,1,6,1,6,,8,2,5,10,1,-,1,-,0%,0%,8,2,-,6,75%,2
1939,531,MARA  LEÃO,1,,,1,,,2,-,2,1,-,-,-,-,.,.,2,-,-,2,100%,-
1940,531,CAROLINE  GATTAZ,2,1,6,,,,8,3,7,4,-,-,-,-,.,.,11,1,-,6,55%,2
1941,531,MACRIS  CARNEIRO,3,2,1,2,,,-,-,-1,12,-,-,-,-,.,.,3,-,1,-,0%,-
1942,531,DE PAULA MARIA CECILIA,4,,,*,,,-,-,-,1,-,-,3,-,0%,0%,1,-,-,-,0%,-
1943,531,LANA  CONCEIÇÃO,6,6,5,6,,,3,1,-3,5,-,-,13,1,31%,15%,12,3,2,1,8%,2
1944,531,MARIA LUISA DE OIVEIRA,7,,*,,,,-,-,-,1,-,-,-,-,.,.,2,-,-,-,0%,-
1945,531,BRUNA  HONORIO,9,5,4,5,,,15,7,6,6,2,-,-,-,.,.,36,4,3,15,42%,-
1946,531,GUIMARAES GABRIELA,10,3,2,3,,,20,11,13,23,1,5,14,-,86%,29%,27,4,2,13,48%,2
1947,531,ZILIO PEREIRA NATÁLIA ,12,,*,*,,,-,-,-1,5,-,-,5,1,80%,40%,-,-,-,-,.,-
1948,531,KUDIESS LAURA,14,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1949,531,GEORGIA CATTANI,15,*,,*,,,-,-,-1,4,-,-,3,1,0%,0%,-,-,-,-,.,-
1950,531,MAYANY  SOUZA,18,4,3,4,,,8,4,5,9,1,1,-,-,.,.,7,1,1,5,71%,2
1951,531,LEIA  SILVA (L),19,*,*,*,,,-,-,-2,-,-,-,19,2,84%,42%,-,-,-,-,.,-
1952,531,BRUNA  COSTA,20,,*,,,,-,-,-2,2,1,-,-,-,.,.,1,-,1,-,0%,-
1953,531,DANIELA TERRA (L),,*,*,*,,,-,-,-,-,-,-,16,-,38%,13%,-,-,-,-,.,-
1954,531,SILVA NATÁLIA ,,*,*,*,,,1,1,-3,5,1,1,7,2,43%,14%,2,1,-,-,0%,-
1955,531,ALESSANDRA SANTOS,,5,4,5,,,10,5,-1,8,3,2,15,2,53%,27%,25,4,2,7,28%,1
1956,531,FERNANDA CAMPOS FERNANDA,,6,5,6,,,5,2,4,7,1,-,-,-,.,.,2,-,-,1,50%,4
1957,531,RENATA COLOMBO,,4,3,4,,,11,2,4,7,1,-,-,-,.,.,34,1,5,9,26%,2
1958,531,BARRETO  MARIANA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1959,531,FERNANDES DA SILVA  NATÁLIA ,,2,1,2,,,8,4,-,13,2,2,28,2,39%,14%,24,3,1,6,25%,-
1960,531,ANGELICA MALINVERNO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1961,531,EMILCE SOSA EMILCE,,3,2,3,,,7,2,6,13,1,-,1,-,100%,0%,7,-,-,4,57%,3
1962,531,LIMA GABRIELLE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1963,531,EDUARDA SILVA EDUARDA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1964,531,DIANA MAXIMILIANO  DIANA,,1,6,1,,,1,-,1,9,-,-,-,-,.,.,4,-,-,1,25%,-
1965,531,MACEDO  EDUARDA,,,*,*,,,-,-,-1,5,1,-,-,-,.,.,-,-,-,-,.,-
1966,529,MILKA MARCILIA ,1,6,5,6,,,7,5,4,8,-,-,-,-,.,.,11,2,1,5,45%,2
1967,529,NATALIA ARAUJO  (L),2,*,*,*,,,-,-,-1,-,-,-,10,1,90%,70%,-,-,-,-,.,-
1968,529,DANIELLE LINS ,3,,*,,,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-
1969,529,MAIRA  CIPRIANO CLARO ,4,2,1,2,,,8,3,1,9,1,-,34,3,65%,38%,18,1,2,7,39%,1
1970,529,JACKELINE  SANTOS,5,,*,*,,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
1971,529,THAISA  DAHER DE MENEZES,6,3,2,3,,,8,3,7,10,1,-,-,-,.,.,12,-,-,5,42%,3
1972,529,LAYS  FREITAS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1973,529, JHEOVANA EMANUELLE COSTA,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1974,529,VIVIAN  PELLEGRINO,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1975,529,TAINARA SANTOS ,10,*,,*,,,-,-,-2,1,-,-,2,-,100%,50%,3,2,-,-,0%,-
1976,529,AMANDA  FRANCISCO,13,5,4,5,,,9,2,4,11,-,-,16,3,63%,19%,19,1,1,9,47%,-
1977,529,SARA SILVA,14,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1978,529,JUMA   SILVA,16,1,6,1,,,1,1,-3,17,3,1,-,-,.,.,2,1,-,-,0%,-
1979,529,SKOWRONSKA KATARZYNA,17,4,3,4,,,25,10,21,15,2,3,-,-,.,.,39,-,2,21,54%,1
1980,529,RODRIGUEZ ELINA,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1981,529,IARLA  COSSUL ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1982,529,NAIANE RIOS ,,,,*,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1983,529,SANTOS LARA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1984,529,GLAYCE VASCONCELOS ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1985,529,GABRIELA CANDIDO,,6,4,6,,,5,3,-1,8,1,1,11,4,55%,36%,13,-,1,3,23%,1
1986,529,SARAELEN LIMA,,1,5,1,,,7,2,4,7,1,1,-,-,.,.,12,2,-,5,42%,1
1987,529,EDINARA BRANCHER,,,,*,,,1,-,-2,-,-,-,-,-,.,.,5,2,1,1,20%,-
1988,529,TIFANNY ABREU ,,3,1,,,,7,4,2,5,1,-,19,-,63%,32%,25,1,3,7,28%,-
1989,529,VALQUIRIA DULLIUS,,4,2,4,,,8,2,5,10,1,1,1,-,100%,0%,9,2,-,5,56%,2
1990,529,ANDRESSA  PICUSSA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
1991,529,DIOUF VALENTINA,,5,3,5,,,14,4,9,11,-,2,1,-,100%,100%,27,4,1,11,41%,1
1992,529,JOSEFA FABIOLA ALVES,,2,6,2,,,3,1,2,12,1,1,-,-,.,.,3,-,-,1,33%,1
1993,529,VANESSA JANKE,,*,*,*,,,1,1,-,6,-,-,10,-,80%,50%,2,1,-,1,50%,-
1994,529,JULIA DIAS  (L),,*,,,,,-,-,-,-,-,-,1,-,100%,100%,-,-,-,-,.,-
1995,529,YOANA PALACIO,,,*,3,,,6,2,5,5,-,1,11,-,73%,36%,9,-,1,5,56%,-
1996,529,TASSIA  STHAEL (L),,*,*,*,,,-,-,-,-,-,-,14,-,93%,43%,-,-,-,-,.,-
1997,529,ARLENE XAVIER (L),,*,*,,,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
1998,538,BENTO  ELIS ,1,5,*,,,,1,-,-2,1,-,-,11,1,36%,27%,4,-,2,1,25%,-
1999,538,TALIA  COSTA,2,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2000,538,MARIANA  AQUINO,4,3,2,3,,,7,3,5,10,1,2,1,-,0%,0%,9,1,-,4,44%,1
2001,538,ANA  CAMARGO (L),5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2002,538,ANA CRISTINA VILELA PORTO ,6,1,6,1,,,-,-,-1,6,1,-,-,-,.,.,2,-,-,-,0%,-
2003,538,VALESKA  MENEZES,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2004,538,SIQUEIRA  ALINE WIME,9,*,*,,,,1,-,-,1,-,-,1,-,0%,0%,7,-,1,1,14%,-
2005,538,VIVIANE  GOES,10,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2006,538,LAZCANO JULIETA,11,6,5,6,,,6,-,4,6,1,-,-,-,.,.,10,-,1,5,50%,1
2007,538,SABRINA  MACHADO,12,4,3,4,,,6,1,-,6,-,-,-,-,.,.,25,2,4,6,24%,-
2008,538,GALON MARIANA,14,*,*,,,,1,-,-,3,1,-,-,-,.,.,1,-,-,1,100%,-
2009,538,PRISCILA SOUZA,16,2,4,5,,,5,2,-6,6,1,-,19,2,32%,21%,25,4,4,5,20%,-
2010,538,ISABELA PAQUIARDI,17,*,1,2,,,6,2,2,10,1,1,23,-,61%,35%,20,1,2,4,20%,1
2011,538,JULIANA PAES JULIANA (L),18,*,*,*,,,-,-,-1,-,-,-,11,1,64%,36%,-,-,-,-,.,-
2012,538,CLAUDINO FABIANA,,1,5,1,,,9,1,7,14,1,-,-,-,.,.,10,-,1,7,70%,2
2013,538,LLOYD CARLI ELLEN,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2014,538,ELLEN  BRAGA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2015,538,MONTIBELLER ROSAMARIA,,6,4,6,,,12,8,9,5,-,-,13,1,54%,23%,22,2,-,10,45%,2
2016,538,MICHELLE PAVAO,,*,,*,,,-,-,-,3,-,-,1,-,100%,100%,-,-,-,-,.,-
2017,538,NICOLE  FAWCETT,,5,3,5,,,14,5,8,10,3,1,-,-,.,.,20,1,2,10,50%,3
2018,538,LAIS  VASQUEZ (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2019,538,FRANCYNNE  JACINTHO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2020,538,ANANDA  MARINHO,,2,6,2,,,-,-,-1,10,1,-,-,-,.,.,1,-,-,-,0%,-
2021,538,ANA CAROLINA SILVA ,,4,2,4,,,11,4,11,19,-,1,-,-,.,.,9,-,-,6,67%,4
2022,538,FERNANDA  GARAY,,3,1,3,,,13,8,11,12,2,2,9,-,44%,33%,18,-,-,8,44%,3
2023,538,SUELEN  PINTO (L),,*,*,*,,,-,-,-2,-,-,-,20,2,55%,30%,-,-,-,-,.,-
2024,538,SILVA GABRIELA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2025,538,COSTA BRUNA CAIXETA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2026,533,IARLA  COSSUL ,1,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2027,533,NAIANE RIOS ,3,*,*,*,*,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-
2028,533,SANTOS LARA,4,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2029,533,GLAYCE VASCONCELOS ,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2030,533,GABRIELA CANDIDO,6,5,6,5,5,,3,1,-3,9,3,-,28,2,29%,21%,19,-,1,3,16%,-
2031,533,SARAELEN LIMA,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2032,533,EDINARA BRANCHER,9,*,*,*,*,,5,3,4,-,-,-,-,-,.,.,12,1,-,4,33%,1
2033,533,TIFANNY ABREU ,10,*,*,,*,2,11,4,7,7,-,-,3,-,33%,0%,24,3,1,10,42%,1
2034,533,VALQUIRIA DULLIUS,11,6,1,6,6,6,13,3,11,13,-,-,1,-,0%,0%,12,1,1,8,67%,5
2035,533,ANDRESSA  PICUSSA ,12,3,4,3,3,3,15,4,10,24,2,2,1,1,0%,0%,17,2,-,11,65%,2
2036,533,DIOUF VALENTINA,13,4,5,4,4,4,19,7,10,12,4,1,-,-,.,.,36,3,2,13,36%,5
2037,533,JOSEFA FABIOLA ALVES,14,1,2,1,1,1,4,4,1,21,2,3,-,-,.,.,2,1,-,1,50%,-
2038,533,VANESSA JANKE,16,,,*,*,*,-,-,-,2,-,-,26,-,38%,38%,-,-,-,-,.,-
2039,533,JULIA DIAS  (L),17,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2040,533,YOANA PALACIO,18,2,3,2,2,5,11,7,4,21,1,2,15,3,47%,47%,28,2,1,9,32%,-
2041,533,TASSIA  STHAEL (L),19,*,*,*,*,*,-,-,-3,-,-,-,29,3,52%,45%,1,-,-,-,0%,-
2042,533,ARLENE XAVIER (L),20,,,,,*,-,-,-1,-,-,-,2,1,0%,0%,-,-,-,-,.,-
2043,533,WALEWSKA  OLIVEIRA,,3,3,3,3,3,16,5,13,18,1,3,1,-,0%,0%,19,1,1,13,68%,-
2044,533,ALBUQUERQUE CAROLINA,,1,1,1,1,1,4,1,3,17,1,1,-,-,.,.,4,-,-,3,75%,-
2045,533,ZENI GABRIELA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2046,533,PEQUENO PAULA,,,*,,,,-,-,-1,-,-,-,2,1,0%,0%,-,-,-,-,.,-
2047,533,ANGELA LEYVA ANGELA,,5,5,5,5,5,9,3,-4,20,1,1,18,-,22%,11%,35,7,5,8,23%,-
2048,533,ERICA  MOTA,,*,,*,*,*,1,1,1,-,-,-,5,-,20%,20%,1,-,-,1,100%,-
2049,533,DOMINGAS  ARAUJO ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2050,533,CLAUDIA  BUENO,,*,,,*,*,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2051,533,VIVIANE BRAUN,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2052,533,LORENNE  TEIXEIRA,,*,,*,,*,3,3,-,1,1,-,-,-,.,.,7,1,1,3,43%,-
2053,533,COSTA MARIANA,,2,2,2,2,2,15,10,5,20,3,2,43,4,21%,12%,26,1,2,12,46%,1
2054,533,NATALIA MARTINS NATALIA,,6,6,,,,1,-,-,3,-,-,-,-,.,.,2,1,-,-,0%,1
2055,533,CRUZ NATASHA,,,*,6,6,6,8,5,6,12,-,1,-,-,.,.,10,1,1,4,40%,3
2056,533,MAYARA SANTANA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2057,533,CAMILA  BRAIT (L),,*,*,*,*,*,-,-,-2,-,-,-,30,2,37%,20%,-,-,-,-,.,-
2058,533,HOOKER DESTINEE,,4,4,4,4,4,22,7,13,23,2,2,-,-,.,.,51,3,4,19,37%,1
2059,534,MAGGIONI ROSANE ,1,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2060,534,ODILON  JULIANA ,6,4,5,5,5,5,10,6,-2,19,1,2,30,4,53%,30%,25,4,3,7,28%,1
2061,534,FERREIRA LAIZA,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2062,534,ARIELE FERREIRA ,8,1,2,2,2,2,9,1,2,22,-,-,27,2,74%,44%,29,3,2,9,31%,-
2063,534,PRISCILA  HELDES,9,6,1,1,1,1,3,2,1,19,1,2,1,1,0%,0%,1,-,-,1,100%,-
2064,534,LOFF RAQUEL,10,,,,,*,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-
2065,534,IVNA COLOMBO IVNA,11,3,4,4,4,4,19,5,10,13,1,-,2,-,50%,50%,34,5,3,16,47%,3
