id_jogo,Jogadora,#,set_1,set_2,set_3,set_4,set_5,Pontos_Tot,BP,V-P,Saques_Tot,Saques_Err,Saques_Ace,Rec_Tot,Rec_Err,Rec_%Pos,Rec_%_Exc.,At_Tot,At_Err,At_Blk,At_Exc.,% Exc. ,Block_Pts,time
533,ZENI GABRIELA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,PAULA PEQUENO,,,*,,,,-,-,-1,-,-,-,2,1,0%,0%,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,ANGELA LEYVA ANGELA,,5,5,5,5,5,9,3,-4,20,1,1,18,-,22%,11%,35,7,5,8,23%,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,ERICA  MOTA,,*,,*,*,*,1,1,1,-,-,-,5,-,20%,20%,1,-,-,1,100%,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,DOMINGAS  ARAUJO ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,CLAUDIA  BUENO,,*,,,*,*,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,VIVIANE BRAUN,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,LORENNE  TEIXEIRA,,*,,*,,*,3,3,-,1,1,-,-,-,.,.,7,1,1,3,43%,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,MARIANA COSTA,,2,2,2,2,2,15,10,5,20,3,2,43,4,21%,12%,26,1,2,12,46%,1,OSASCO VOLEIBOL CLUBE/AUDAX
533,NATALIA MARTINS NATALIA,,6,6,,,,1,-,-,3,-,-,-,-,.,.,2,1,-,-,0%,1,OSASCO VOLEIBOL CLUBE/AUDAX
533,NATASHA CRUZ,,,*,6,6,6,8,5,6,12,-,1,-,-,.,.,10,1,1,4,40%,3,OSASCO VOLEIBOL CLUBE/AUDAX
533,MAYARA SANTANA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,CAMILA  BRAIT (L),,*,*,*,*,*,-,-,-2,-,-,-,30,2,37%,20%,-,-,-,-,.,-,OSASCO VOLEIBOL CLUBE/AUDAX
533,HOOKER DESTINEE,,4,4,4,4,4,22,7,13,23,2,2,-,-,.,.,51,3,4,19,37%,1,OSASCO VOLEIBOL CLUBE/AUDAX
534,ROSANE MAGGIONI,1,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
534,JULIANA ODILON,6,4,5,5,5,5,10,6,-2,19,1,2,30,4,53%,30%,25,4,3,7,28%,1,VOLEI BALNEARIO CAMBORIU
534,LAIZA FERREIRA,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
534,ARIELE FERREIRA ,8,1,2,2,2,2,9,1,2,22,-,-,27,2,74%,44%,29,3,2,9,31%,-,VOLEI BALNEARIO CAMBORIU
534,PRISCILA  HELDES,9,6,1,1,1,1,3,2,1,19,1,2,1,1,0%,0%,1,-,-,1,100%,-,VOLEI BALNEARIO CAMBORIU
534,RAQUEL LOFF,10,,,,,*,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
534,IVNA COLOMBO IVNA,11,3,4,4,4,4,19,5,10,13,1,-,2,-,50%,50%,34,5,3,16,47%,3,VOLEI BALNEARIO CAMBORIU
534,PAULA MOHR,12,*,*,,*,,-,-,-1,-,-,-,1,1,0%,0%,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
534,ARIANE HELENA,13,2,3,3,3,3,18,10,16,19,1,1,-,-,.,.,11,-,1,9,82%,8,VOLEI BALNEARIO CAMBORIU
534,ADRIANI  VILVERT ,15,5,6,6,6,6,12,4,11,12,1,-,-,-,.,.,15,-,-,10,67%,2,VOLEI BALNEARIO CAMBORIU
534,GUTH ANA PÁULA ,17,*,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
534,SILVANA PAPINI (L),18,*,*,*,*,*,-,-,-,-,-,-,19,-,53%,26%,-,-,-,-,.,-,VOLEI BALNEARIO CAMBORIU
534,LARA NOBRE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,GIOVANA GASPARINI,,,*,*,6,6,-,-,-2,10,2,-,-,-,.,.,1,-,-,-,0%,-,FLUMINENSE F.C.
534,PAMELA SANABIO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,MARCELLA AMARAL,,,,,,*,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,PRISCILA DAROIT,,5,6,5,4,4,15,6,1,20,3,2,31,3,61%,29%,40,3,5,11,28%,2,FLUMINENSE F.C.
534,LARISSA GONGRA,,6,1,6,2,2,10,4,7,14,1,1,-,-,.,.,15,1,1,8,53%,1,FLUMINENSE F.C.
534,JOYCE SILVA,,4,5,4,3,3,19,5,11,10,1,-,-,-,.,.,41,4,3,17,41%,2,FLUMINENSE F.C.
534,ARIANNE TOLENTINO,,,*,*,*,*,4,1,3,1,1,-,-,-,.,.,5,-,-,3,60%,1,FLUMINENSE F.C.
534,VIVIAN  JORGE,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,SASSA GONZAGA (L),,*,*,*,*,*,-,-,-,-,-,-,19,-,58%,42%,-,-,-,-,.,-,FLUMINENSE F.C.
534,THAIS SOUZA,,2,3,2,1,1,14,4,2,14,3,2,40,2,58%,33%,28,5,2,12,43%,-,FLUMINENSE F.C.
534,CAROL WON HELD,,*,*,*,,,-,-,-2,3,2,-,1,-,0%,0%,-,-,-,-,.,-,FLUMINENSE F.C.
534,CARLA SANTOS,,,,*,,,1,-,-3,3,-,-,8,-,38%,25%,9,2,2,1,11%,-,FLUMINENSE F.C.
534,GABRIELA DUTRA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,GIOVANNA FANT,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,STEPHANY CARVALHO (L),,*,*,,,*,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
534,LETICIA HAGE,,3,4,3,5,5,9,3,7,9,1,1,-,-,.,.,12,-,1,5,42%,3,FLUMINENSE F.C.
534,JULIANA CARRIJO,,1,2,1,*,*,3,3,-,11,3,2,-,-,.,.,1,-,-,-,0%,1,FLUMINENSE F.C.
534,JULIA MOURA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
536,DIANA DUARTE,2,6,6,6,6,,6,4,3,15,2,1,-,-,.,.,6,1,-,4,67%,1,SAO CRISTOVAO SAUDE SAO CAETANO
536,DAYANA SEGOVIA,3,4,4,4,4,,15,4,7,14,2,1,-,-,.,.,31,3,3,13,42%,1,SAO CRISTOVAO SAUDE SAO CAETANO
536,KARINA  BARBOSA,4,,,*,2,,1,-,-3,3,1,-,9,-,56%,44%,7,1,2,1,14%,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,MORAES ANA PAULA,5,*,*,,*,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,FERNANDA ISIS DA SILVA,6,3,3,3,3,,5,1,2,11,1,-,-,-,.,.,7,-,2,2,29%,3,SAO CRISTOVAO SAUDE SAO CAETANO
536,FERNANDA TOMÉ,8,2,2,2,*,,10,6,2,13,4,3,28,1,68%,36%,23,1,2,7,30%,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,FLAVIA ASSIS,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,DAYSE FIGUEIREDO,10,5,5,5,5,,12,3,6,9,-,1,22,-,64%,36%,27,1,5,11,41%,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,ANDRESSA KRACHEFSKI (L),11,*,*,*,*,,-,-,-1,-,-,-,21,1,71%,43%,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,SONALY   CIDRÃO ,14,*,*,,,,1,-,-1,-,-,-,-,-,.,.,5,-,2,1,20%,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,MARIA ALEJANDRA VERHELEST,15,1,1,1,1,,3,-,3,14,-,-,-,-,.,.,1,-,-,-,0%,3,SAO CRISTOVAO SAUDE SAO CAETANO
536,PAULINA  DE SOUZA,17,*,*,,,,-,-,-,-,-,-,2,-,0%,0%,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,KISY  CESARIO,19,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,MARIA EDUARDA OLIVEIRA,20,,,,*,,-,-,-,-,-,-,-,-,.,.,1,-,-,-,0%,-,SAO CRISTOVAO SAUDE SAO CAETANO
536,MARA  LEÃO,,,*,4,3,,8,3,7,3,-,-,-,-,.,.,10,1,-,6,60%,2,MINAS TENIS CLUBE
536,CAROLINE  GATTAZ,,1,6,1,6,,15,7,9,9,2,-,-,-,.,.,21,2,2,11,52%,4,MINAS TENIS CLUBE
536,MACRIS  CARNEIRO,,2,1,2,1,,6,3,4,10,-,-,-,-,.,.,4,2,-,1,25%,5,MINAS TENIS CLUBE
536,MARIA CECILIA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
536,LANA  CONCEIÇÃO,,,,,5,,3,1,-,7,1,1,6,-,83%,17%,5,1,1,2,40%,-,MINAS TENIS CLUBE
536,MARIA LUISA DE OIVEIRA,,,,*,*,,3,1,2,2,-,-,-,-,.,.,4,1,-,3,75%,-,MINAS TENIS CLUBE
536,BRUNA  HONORIO,,5,4,5,4,,16,5,13,16,1,1,-,-,.,.,26,2,-,13,50%,2,MINAS TENIS CLUBE
536,GABRIELA GUIMARAES,,6,5,6,2,,15,9,6,17,1,2,12,3,67%,50%,25,2,3,11,44%,2,MINAS TENIS CLUBE
536,LUIZA ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
536,NATÁLIA ZILIO PEREIRA,,3,2,3,,,3,2,-2,13,-,-,40,1,70%,50%,18,2,2,3,17%,-,MINAS TENIS CLUBE
536,GEORGIA CATTANI,,*,*,*,*,,-,-,-2,8,2,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
536,MAYANY  SOUZA,,4,3,,,,2,1,-1,5,-,-,1,-,100%,100%,4,3,-,1,25%,1,MINAS TENIS CLUBE
536,LEIA  SILVA (L),,*,*,*,*,,-,-,-2,-,-,-,10,2,40%,30%,-,-,-,-,.,-,MINAS TENIS CLUBE
536,BRUNA  COSTA,,,*,*,*,,-,-,-,1,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
535,ROBERTA SILVA ROBERTA,1,1,6,2,6,2,5,1,2,14,-,-,1,-,100%,100%,13,1,2,5,38%,-,ESPORTE CLUBE PINHEIROS
535,FRANCINE TOMAZONI,2,*,,*,*,*,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
535,AMANDA  RODRIGUES,3,,*,*,,*,-,-,-,7,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
535,LORENA VIEZEL,4,,,,,,2,2,1,-,-,-,-,-,.,.,3,-,1,2,67%,-,ESPORTE CLUBE PINHEIROS
535,NATALIA DANIELSKI,5,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
535,ALINE SILVA ALINE,6,,,,,,1,1,-1,-,-,-,-,-,.,.,3,2,-,1,33%,-,ESPORTE CLUBE PINHEIROS
535,LORRAYNA MARYS,7,,,,*,*,-,-,-1,-,-,-,-,-,.,.,5,-,1,-,0%,-,ESPORTE CLUBE PINHEIROS
535,PAYNE  KELSIE ,8,*,,*,,,2,1,2,-,-,-,-,-,.,.,3,-,-,2,67%,-,ESPORTE CLUBE PINHEIROS
535,LYARA BATISTA,9,2,1,3,1,3,5,3,-,27,2,2,-,-,.,.,7,3,-,3,43%,-,ESPORTE CLUBE PINHEIROS
535,MARI CASSEMIRO,10,6,5,1,5,1,11,4,3,14,3,2,23,-,74%,74%,19,-,5,9,47%,-,ESPORTE CLUBE PINHEIROS
535,CLARISSE PEIXOTO,11,3,2,4,2,4,8,5,-3,21,1,-,16,-,88%,88%,29,-,10,8,28%,-,ESPORTE CLUBE PINHEIROS
535,ÁLVAREZ  HERRERA ,12,5,4,6,4,6,8,2,-8,9,2,-,-,-,.,.,27,6,8,8,30%,-,ESPORTE CLUBE PINHEIROS
535,LETICIA HEMELLY (L),13,*,*,,*,*,2,2,-,-,-,-,6,-,67%,67%,5,2,-,2,40%,-,ESPORTE CLUBE PINHEIROS
535,JULIANA PERDIGÃO (L),14,*,*,*,*,,-,-,-3,-,-,-,48,3,73%,69%,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
535,CAMILA BARBOSA,15,4,3,5,3,5,15,4,4,12,4,1,-,-,.,.,25,2,5,14,56%,-,ESPORTE CLUBE PINHEIROS
535,PIETRA JUKOSKI PIETRA,16,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,ESPORTE CLUBE PINHEIROS
535,MILKA MARCILIA ,,6,5,6,5,6,6,1,6,12,-,-,-,-,.,.,6,-,-,6,100%,-,HINODE BARUERI
535,NATALIA ARAUJO  (L),,*,*,*,*,*,-,-,-,-,-,-,23,-,91%,91%,-,-,-,-,.,-,HINODE BARUERI
535,DANIELLE LINS ,,1,6,1,6,1,-,-,-1,17,1,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
535,MAIRA  CIPRIANO CLARO ,,2,1,2,1,2,10,4,4,21,1,3,41,2,56%,56%,11,-,3,7,64%,-,HINODE BARUERI
535,JACKELINE  SANTOS,,*,,*,,,-,-,-1,3,1,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
535,THAISA  DAHER DE MENEZES,,3,2,3,2,*,3,2,-,11,2,1,-,-,.,.,4,-,1,2,50%,-,HINODE BARUERI
535,LAYS  FREITAS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
535, JHEOVANA EMANUELLE COSTA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
535,VIVIAN  PELLEGRINO,,,,*,*,3,4,1,4,8,-,-,-,-,.,.,5,-,-,4,80%,-,HINODE BARUERI
535,TAINARA SANTOS ,,*,*,,,,-,-,-,1,-,-,1,-,0%,0%,-,-,-,-,.,-,HINODE BARUERI
535,AMANDA  FRANCISCO,,5,4,5,4,5,6,2,-8,12,-,-,17,-,82%,82%,26,3,11,6,23%,-,HINODE BARUERI
535,SARA SILVA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
535,JUMA   SILVA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
535,KATARZYNA SKOWRONSKA,,4,3,4,3,4,17,5,5,15,1,1,-,-,.,.,40,5,6,16,40%,-,HINODE BARUERI
535,ELINA RODRIGUEZ,,,,,*,,2,1,2,2,-,-,9,-,56%,56%,3,-,-,2,67%,-,HINODE BARUERI
539,CLAUDINO FABIANA,1,5,2,2,1,6,10,5,6,15,-,-,1,-,0%,0%,20,3,1,7,35%,3,DENTIL/PRAIA CLUBE
539,ANJOS EDNEIA,2,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,DENTIL/PRAIA CLUBE
539,LLOYD CARLI ELLEN,3,*,3,3,*,1,2,1,-2,12,-,-,-,-,.,.,6,1,3,1,17%,1,DENTIL/PRAIA CLUBE
539,ELLEN  BRAGA,7,1,,*,,,6,5,1,5,1,1,16,2,44%,19%,9,-,2,3,33%,2,DENTIL/PRAIA CLUBE
539,BORGO PAULA,8,,,,*,,-,-,-,-,-,-,-,-,.,.,3,-,-,-,0%,-,DENTIL/PRAIA CLUBE
539,ROSAMARIA MONTIBELLER,9,4,4,4,3,2,5,1,-,19,1,-,16,1,31%,19%,20,-,3,5,25%,-,DENTIL/PRAIA CLUBE
539,MICHELLE PAVAO,10,*,1,1,6,5,14,6,7,8,2,-,24,2,38%,21%,32,2,1,10,31%,4,DENTIL/PRAIA CLUBE
539,NICOLE  FAWCETT,11,3,6,6,5,4,28,10,18,23,2,1,-,-,.,.,55,2,6,24,44%,3,DENTIL/PRAIA CLUBE
539,LAIS  VASQUEZ,12,*,*,*,*,,-,-,-,1,-,-,7,-,29%,14%,-,-,-,-,.,-,DENTIL/PRAIA CLUBE
539,ANANDA  MARINHO,14,6,,,2,,2,2,2,6,-,1,-,-,.,.,-,-,-,-,.,1,DENTIL/PRAIA CLUBE
539,ANA CAROLINA SILVA ,15,2,5,5,4,3,19,9,13,17,1,1,-,-,.,.,18,4,1,10,56%,8,DENTIL/PRAIA CLUBE
539,FERNANDA  GARAY,16,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,DENTIL/PRAIA CLUBE
539,SUELEN  PINTO (L),17,*,*,*,*,*,-,-,-1,-,-,-,27,1,48%,30%,-,-,-,-,.,-,DENTIL/PRAIA CLUBE
539,GABRIELA SILVA,18,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,DENTIL/PRAIA CLUBE
539,DANIELA TERRA (L),,*,*,*,*,*,-,-,-,-,-,-,29,-,45%,21%,-,-,-,-,.,-,BRB/BRASILIA VOLEI
539,NATÁLIA SILVA,,*,*,*,,*,-,-,-2,4,2,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
539,ALESSANDRA SANTOS,,6,5,6,5,5,14,4,4,13,1,2,18,1,56%,17%,37,2,6,11,30%,1,BRB/BRASILIA VOLEI
539,FERNANDA CAMPOS FERNANDA,,1,6,,,,2,2,-,3,-,-,-,-,.,.,4,1,1,-,0%,2,BRB/BRASILIA VOLEI
539,RENATA COLOMBO,,5,4,5,4,4,21,6,7,8,-,-,1,-,0%,0%,62,3,11,17,27%,4,BRB/BRASILIA VOLEI
539,MARIANA BARRETO,,,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
539,NATÁLIA FERNANDES SILVA,,3,2,3,2,2,15,8,1,21,3,2,51,3,31%,10%,42,5,3,11,26%,2,BRB/BRASILIA VOLEI
539,ANGELICA MALINVERNO,,*,*,1,6,6,2,-,1,11,-,-,-,-,.,.,4,-,1,-,0%,2,BRB/BRASILIA VOLEI
539,EMILCE SOSA EMILCE,,4,3,4,3,3,15,8,14,19,1,2,-,-,.,.,10,-,-,7,70%,6,BRB/BRASILIA VOLEI
539,GABRIELLE LIMA,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
539,DIANA MAXIMILIANO  DIANA,,2,1,2,1,1,3,2,3,19,-,-,-,-,.,.,5,-,-,2,40%,1,BRB/BRASILIA VOLEI
539,EDUARDA MACEDO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,BRB/BRASILIA VOLEI
541,MILKA MARCILIA ,1,5,6,5,6,,8,4,5,17,1,1,-,-,.,.,11,1,1,3,27%,4,HINODE BARUERI
541,NATALIA ARAUJO  (L),2,*,*,*,*,,-,-,-3,1,1,-,22,2,73%,55%,-,-,-,-,.,-,HINODE BARUERI
541,DANIELLE LINS ,3,6,1,6,*,,-,-,-1,9,1,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
541,MAIRA  CIPRIANO CLARO ,4,1,2,1,2,,8,4,-3,14,-,-,45,5,67%,29%,24,4,2,8,33%,-,HINODE BARUERI
541,JACKELINE  SANTOS,5,*,*,*,*,,-,-,-1,6,1,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
541,THAISA  DAHER DE MENEZES,6,2,3,2,3,,17,9,14,16,1,1,1,-,100%,0%,17,-,2,10,59%,6,HINODE BARUERI
541,LAYS  FREITAS,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
541, JHEOVANA EMANUELLE COSTA,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
541,VIVIAN  PELLEGRINO,9,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
541,TAINARA SANTOS ,10,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,HINODE BARUERI
541,AMANDA  FRANCISCO,13,4,5,4,5,,18,8,16,17,-,1,13,1,69%,54%,28,-,1,14,50%,3,HINODE BARUERI
541,JUMA   SILVA,16,*,*,*,1,,3,1,2,10,-,1,-,-,.,.,3,1,-,2,67%,-,HINODE BARUERI
541,KATARZYNA SKOWRONSKA,17,3,4,3,4,,21,6,8,16,2,-,-,-,.,.,57,4,7,20,35%,1,HINODE BARUERI
541,ELINA RODRIGUEZ,19,,*,*,,,-,-,-2,1,-,-,6,2,33%,17%,-,-,-,-,.,-,HINODE BARUERI
541,GIOVANA GASPARINI,,1,6,1,6,,-,-,-4,12,3,-,-,-,.,.,1,-,1,-,0%,-,FLUMINENSE F.C.
541,PAMELA SANABIO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
541,MARCELLA AMARAL,,*,*,*,*,,-,-,-1,7,1,-,-,-,.,.,1,-,-,-,0%,-,FLUMINENSE F.C.
541,PRISCILA DAROIT,,5,4,5,4,,17,9,10,14,2,2,10,-,90%,30%,41,2,3,12,29%,3,FLUMINENSE F.C.
541,LARISSA GONGRA,,6,5,6,5,,12,5,9,13,1,-,-,-,.,.,13,1,1,9,69%,3,FLUMINENSE F.C.
541,JOYCE SILVA,,4,3,4,3,,17,2,7,19,-,1,-,-,.,.,46,7,3,14,30%,2,FLUMINENSE F.C.
541,ARIANNE TOLENTINO,,*,*,*,*,,4,2,4,3,-,-,-,-,.,.,4,-,-,3,75%,1,FLUMINENSE F.C.
541,SASSA GONZAGA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
541,THAIS SOUZA,,2,1,2,1,,19,4,3,19,6,4,40,3,45%,25%,36,4,3,15,42%,-,FLUMINENSE F.C.
541,CAROL WON HELD,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
541,CARLA SANTOS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
541,GABRIELA DUTRA (L),,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
541,STEPHANY CARVALHO (L),,*,*,*,*,,-,-,-1,-,-,-,50,1,80%,42%,-,-,-,-,.,-,FLUMINENSE F.C.
541,LETICIA HAGE,,3,2,3,2,,13,7,7,9,2,2,-,-,.,.,17,2,2,7,41%,4,FLUMINENSE F.C.
541,JULIANA CARRIJO,,*,*,*,*,,1,1,1,6,-,1,-,-,.,.,-,-,-,-,.,-,FLUMINENSE F.C.
543,MARA  LEÃO,1,3,3,4,,,13,5,12,10,-,1,-,-,.,.,17,-,1,9,53%,3,MINAS TENIS CLUBE
543,CAROLINE  GATTAZ,2,6,6,1,,,11,4,9,5,2,1,-,-,.,.,12,-,-,9,75%,1,MINAS TENIS CLUBE
543,MACRIS  CARNEIRO,3,1,1,2,,,4,1,3,11,1,-,-,-,.,.,4,-,-,3,75%,1,MINAS TENIS CLUBE
543,LANA  CONCEIÇÃO,6,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
543,MARIA LUISA DE OIVEIRA,7,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
543,RABECLY LUANA,8,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
543,BRUNA  HONORIO,9,4,4,5,,,14,8,6,13,3,2,-,-,.,.,27,1,4,12,44%,-,MINAS TENIS CLUBE
543,GABRIELA GUIMARAES,10,5,5,6,,,9,4,4,12,2,2,16,-,75%,31%,16,2,1,6,38%,1,MINAS TENIS CLUBE
543,NATÁLIA ZILIO PEREIRA,12,2,2,3,,,13,3,8,17,2,1,21,1,67%,14%,18,1,1,11,61%,1,MINAS TENIS CLUBE
543,GEORGIA CATTANI,15,*,,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
543,LEIA  SILVA (L),19,*,*,*,,,-,-,-,-,-,-,15,-,67%,33%,-,-,-,-,.,-,MINAS TENIS CLUBE
543,BRUNA  COSTA,20,,*,*,,,-,-,-,3,-,-,-,-,.,.,-,-,-,-,.,-,MINAS TENIS CLUBE
543,IARLA  COSSUL ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
543,NAIANE RIOS ,,*,,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
543,LARA SANTOS,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
543,GLAYCE VASCONCELOS ,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
543,GABRIELA CANDIDO,,,,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
543,EDINARA BRANCHER,,*,,*,,,3,1,2,2,1,-,-,-,.,.,2,-,-,2,100%,1,SESI VOLEI BAURU
543,TIFANNY ABREU ,,2,2,2,,,13,4,7,8,1,-,16,2,38%,0%,27,2,1,12,44%,1,SESI VOLEI BAURU
543,VALQUIRIA DULLIUS,,6,6,6,,,4,1,-,10,1,-,1,-,100%,0%,10,2,1,3,30%,1,SESI VOLEI BAURU
543,ANDRESSA  PICUSSA ,,3,3,3,,,4,1,2,10,2,-,-,-,.,.,9,-,-,3,33%,1,SESI VOLEI BAURU
543,VALENTINA DIOUF,,4,4,4,,,13,1,11,7,-,-,-,-,.,.,27,-,2,11,41%,2,SESI VOLEI BAURU
543,JOSEFA FABIOLA ALVES,,1,1,1,,,-,-,-1,8,1,-,1,-,0%,0%,2,-,-,-,0%,-,SESI VOLEI BAURU
543,VANESSA JANKE,,*,*,5,,,2,1,-2,7,-,1,16,1,50%,13%,5,1,2,-,0%,1,SESI VOLEI BAURU
543,JULIA DIAS  (L),,*,*,,,,-,-,-,-,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
543,YOANA PALACIO,,5,5,,,,1,-,-3,2,-,-,8,3,50%,0%,5,-,1,1,20%,-,SESI VOLEI BAURU
543,TASSIA  STHAEL (L),,*,*,*,,,-,-,-1,-,-,-,21,1,67%,10%,-,-,-,-,.,-,SESI VOLEI BAURU
543,ARLENE XAVIER (L),,,*,*,,,-,-,-,2,-,-,-,-,.,.,-,-,-,-,.,-,SESI VOLEI BAURU
540,MAYHARA SILVA ,2,,,*,,,3,1,3,2,-,1,-,-,.,.,1,-,-,1,100%,1,SESC RJ
